ID_Falla,Machine Name,EQ Type,Shift,Cluster
2206,CONSENTIDA,IMM,2nd,C
2207,CONSENTIDA,IMM,3rd,C
2208,CONSENTIDA,Robot,2nd,C
2209,CONSENTIDA,IMM,3rd,C
2210,CONSENTIDA,Termoregulador,3rd,C
2211,CONSENTIDA,Foil Feeder ,3rd,C
2212,CONSENTIDA,Secador,3rd,C
2213,CONSENTIDA,IMM,3rd,C
2214,CONSENTIDA,IMM,2nd,C
2215,CONSENTIDA,IMM,2nd,C
2216,CONSENTIDA,IMM,2nd,C
2217,CONSENTIDA,IMM,3rd,C
2218,CONSENTIDA,IMM,2nd,C
2219,CONSENTIDA,IMM,3rd,C
2220,CONSENTIDA,IMM,2nd,C
2221,CONSENTIDA,IMM,3rd,C
2222,CONSENTIDA,IMM,3rd,C
2223,CONSENTIDA,IMM,3rd,C
2224,CONSENTIDA,IMM,3rd,C
2225,CONSENTIDA,IMM,3rd,C
2226,CONSENTIDA,Secador,2nd,C
2227,CONSENTIDA,IMM,2nd,C
2228,CONSENTIDA,IMM,1st,C
2229,CONSENTIDA,Secador,3rd,C
2230,CONSENTIDA,Foil feeder,1st,C
2231,CONSENTIDA,Secador,1st,C
2232,CONSENTIDA,Secador,2nd,C
2233,CONSENTIDA,UV OVEN,3rd,C
2234,CONSENTIDA,Robot,3rd,C
2235,CONSENTIDA,IMM,3rd,C
2236,CONSENTIDA,Robot,2nd,C
2237,CONSENTIDA,IMM,2nd,C
2238,CONSENTIDA,IMM,2nd,C
2239,CONSENTIDA,IMM,1st,C
2240,CONSENTIDA,IMM,3rd,C
2241,CONSENTIDA,Foil Feeder ,2nd,C
2242,CONSENTIDA,IMM,1st,C
2243,CONSENTIDA,IMM,2nd,C
2244,CONSENTIDA,Secador,2nd,C
2245,CONSENTIDA,Robot,3rd,C
2246,CONSENTIDA,IMM,3rd,C
2247,CONSENTIDA,IMM,1st,C
2248,CONSENTIDA,IMM,3rd,C
2249,CONSENTIDA,IMM,3rd,C
2250,CONSENTIDA,IMM,2nd,C
2251,CONSENTIDA,IMM,2nd,C
2252,CONSENTIDA,IMM,2nd,C
2253,CONSENTIDA,IMM,3rd,C
2254,CONSENTIDA,IMM,1st,C
2255,CONSENTIDA,IMM,3rd,C
2256,CONSENTIDA,IMM,1st,C
2257,CONSENTIDA,IMM,2nd,C
2258,CONSENTIDA,IMM,3rd,C
2259,CONSENTIDA,IMM,3rd,C
2260,CONSENTIDA,IMM,1st,C
2261,CONSENTIDA,IMM,1st,C
2262,CONSENTIDA,IMM,1st,C
2263,CONSENTIDA,IMM,1st,C
2264,CONSENTIDA,IMM,1st,C
2265,CONSENTIDA,IMM,1st,C
2266,CONSENTIDA,IMM,1st,C
2267,CONSENTIDA,Robot,1st,C
2268,CONSENTIDA,Feeder,1st,C
2269,CONSENTIDA,Feeder,1st,C
2270,CONSENTIDA,IMM,1st,C
2271,CONSENTIDA,IMM,3rd,C
2272,CONSENTIDA,IMM,3rd,C
2273,CONSENTIDA,Robot,3rd,C
2274,CONSENTIDA,IMM,1st,C
2275,CONSENTIDA,Horno UV,1st,C
2276,CONSENTIDA,IMM,3rd,C
2277,CONSENTIDA,IMM,2nd,C
2278,CONSENTIDA,Secador,2nd,C
2279,CONSENTIDA,Robot,3rd,C
2280,CONSENTIDA,Secador,1st,C
2281,CONSENTIDA,Robot,3rd,C
2282,CONSENTIDA,Cargador,1st,C
2283,CONSENTIDA,Secador,2nd,C
2284,CONSENTIDA,Secador,2nd,C
2285,CONSENTIDA,Secador,2nd,C
2286,CONSENTIDA,Secador,2nd,C
2287,CONSENTIDA,Secador,1st,C
2288,CONSENTIDA,Secador,3rd,C
2289,CONSENTIDA,Robot,3rd,C
2290,CONSENTIDA,Robot,2nd,C
2291,CONSENTIDA,Robot,1st,C
2292,CONSENTIDA,IMM,3rd,C
2293,CONSENTIDA,Robot,1st,C
2294,CONSENTIDA,IMM,1st,C
2295,CONSENTIDA,Robot,3rd,C
2296,CONSENTIDA,Robot,2nd,C
2297,CONSENTIDA,Robot,2nd,C
2298,CONSENTIDA,Robot,3rd,C
2299,CONSENTIDA,IMM,1st,C
2300,CONSENTIDA,Cargador,3rd,C
2301,CONSENTIDA,IMM,1st,C
2302,CONSENTIDA,Termoregulador,3rd,C
2303,CONSENTIDA,IMM,3rd,C
2304,CONSENTIDA,IMM,3rd,C
2305,CONSENTIDA,Robot,1st,C
2306,CONSENTIDA,IMM,1st,C
2307,CONSENTIDA,Robot,1st,C
2308,CONSENTIDA,IMM,2nd,C
2309,CONSENTIDA,Robot,2nd,C
2310,CONSENTIDA,IMM,2nd,C
2311,CONSENTIDA,Controlador,3rd,C
2312,CONSENTIDA,IMM,3rd,C
2313,CONSENTIDA,IMM,2nd,C
2314,CONSENTIDA,Feeder,3rd,C
2315,CONSENTIDA,IMM,3rd,C
2316,CONSENTIDA,Robot,3rd,C
2317,CONSENTIDA,Robot,3rd,C
2318,CONSENTIDA,Robot,3rd,C
2319,CONSENTIDA,IMM,3rd,C
2320,CONSENTIDA,IMM,1st,C
2321,CONSENTIDA,IMM,1st,C
2322,CONSENTIDA,IMM,2nd,C
2323,CONSENTIDA,Robot,2nd,C
2324,CONSENTIDA,Robot,2nd,C
2325,CONSENTIDA,Robot,1st,C
2326,CONSENTIDA,IMM,2nd,C
2327,CONSENTIDA,Blender,1st,C
2328,CONSENTIDA,Termoregulador,1st,C
2329,CONSENTIDA,Robot,2nd,C
2330,CONSENTIDA,IMM,3rd,C
2331,CONSENTIDA,IMM,1st,C
2332,CONSENTIDA,IMM,2nd,C
2333,CONSENTIDA,IMM,3rd,C
2334,CONSENTIDA,IMM,3rd,C
2335,CONSENTIDA,IMM,3rd,C
2336,CONSENTIDA,IMM,1st,C
2337,CONSENTIDA,IMM,2nd,C
2338,CONSENTIDA,IMM,3rd,C
2339,CONSENTIDA,Thermo,1st,C
2340,CONSENTIDA,Robot,1st,C
2341,CONSENTIDA,Robot,1st,C
2342,CONSENTIDA,IMM,2nd,C
2343,CONSENTIDA,Robot,2nd,C
2344,CONSENTIDA,Robot,3rd,C
2345,CONSENTIDA,IMM,2nd,C
2346,CONSENTIDA,IMM,3rd,C
2347,CONSENTIDA,IMM,1st,C
2348,CONSENTIDA,IMM,3rd,C
2349,CONSENTIDA,IMM,3rd,C
2350,CONSENTIDA,Robot,1st,C
2351,CONSENTIDA,IMM,1st,C
2352,CONSENTIDA,IMM,3rd,C
2353,CONSENTIDA,Termoregulador,1st,C
2354,CONSENTIDA,IMM,3rd,C
2355,CONSENTIDA,IMM,1st,C
2356,CONSENTIDA,IMM,1st,C
2357,CONSENTIDA,Robot,2nd,C
2358,CONSENTIDA,Blender,3rd,C
2359,CONSENTIDA,Robot,2nd,C
2360,CONSENTIDA,IMM,2nd,C
2361,CONSENTIDA,IMM,2nd,C
2362,CONSENTIDA,Cargador,1st,C
2363,CONSENTIDA,Robot,2nd,C
2364,CONSENTIDA,IMM,2nd,C
2365,CONSENTIDA,Robot,3rd,C
2366,CONSENTIDA,Robot,3rd,C
2367,CONSENTIDA,Robot,2nd,C
2368,CONSENTIDA,IMM,3rd,C
2369,CONSENTIDA,Robot,3rd,C
2370,CONSENTIDA,IMM,2nd,C
2371,CONSENTIDA,Cargador,2nd,C
2372,CONSENTIDA,IMM,2nd,C
2373,CONSENTIDA,IMM,1st,C
2374,CONSENTIDA,IMM,1st,C
2375,CONSENTIDA,IMM,2nd,C
2376,CONSENTIDA,IMM,1st,C
2377,CONSENTIDA,IMM,1st,C
2378,CONSENTIDA,Robot,1st,C
2379,CONSENTIDA,Termoregulador,2nd,C
2380,CONSENTIDA,Controlador,3rd,C
2381,CONSENTIDA,IMM,2nd,C
2382,CONSENTIDA,IMM,1st,C
2383,CONSENTIDA,IMM,2nd,C
2384,CONSENTIDA,IMM,1st,C
2385,CONSENTIDA,Blender,2nd,C
2386,CONSENTIDA,IMM,2nd,C
2387,CONSENTIDA,Robot,2nd,C
2388,CONSENTIDA,IMM,2nd,C
2389,CONSENTIDA,Controlador,2nd,C
2390,CONSENTIDA,IMM,2nd,C
2391,CONSENTIDA,IMM,1st,C
2392,CONSENTIDA,Blender,1st,C
2393,CONSENTIDA,Andom,1st,C
2394,CONSENTIDA,IMM,1st,C
2395,CONSENTIDA,IMM,1st,C
2396,CONSENTIDA,IMM,2nd,C
2397,CONSENTIDA,IMM,2nd,C
2398,CONSENTIDA,Blender,2nd,C
2399,CONSENTIDA,Robot,2nd,C
2400,CONSENTIDA,IMM,2nd,C
2401,CONSENTIDA,IMM,2nd,C
2402,CONSENTIDA,IMM,2nd,C
2403,CONSENTIDA,Robot,2nd,C
2404,CONSENTIDA,IMM,2nd,C
2405,CONSENTIDA,Termoregulador,3rd,C
2406,CONSENTIDA,IMM,3rd,C
2407,CONSENTIDA,IMM,1st,C
2408,CONSENTIDA,Blender,1st,C
2409,CONSENTIDA,Robot,2nd,C
2410,CONSENTIDA,IMM,2nd,C
2411,CONSENTIDA,Cortadora,3rd,C
2412,CONSENTIDA,IMM,2nd,C
2413,CONSENTIDA,IMM,1st,C
2414,CONSENTIDA,Robot,2nd,C
2415,CONSENTIDA,Secador,3rd,C
2416,CONSENTIDA,IMM,3rd,C
2417,CONSENTIDA,Fixture,1st,C
2418,CONSENTIDA,Robot,1st,C
2419,CONSENTIDA,Robot,2nd,C
2420,CONSENTIDA,IMM,2nd,C
2421,CONSENTIDA,IMM,3rd,C
2422,CONSENTIDA,IMM,2nd,C
2423,CONSENTIDA,IMM,2nd,C
2424,CONSENTIDA,Robot,2nd,C
2425,CONSENTIDA,Secador,2nd,C
2426,CONSENTIDA,Secador,2nd,C
2427,CONSENTIDA,Secador,2nd,C
2428,CONSENTIDA,IMM,3rd,C
2429,CONSENTIDA,IMM,3rd,C
2430,CONSENTIDA,Secador,3rd,C
2431,CONSENTIDA,Secador,3rd,C
2432,CONSENTIDA,IMM,3rd,C
2433,CONSENTIDA,Secador,1st,C
2434,CONSENTIDA,Secador,1st,C
2435,CONSENTIDA,Secador,2nd,C
2436,CONSENTIDA,IMM,2nd,C
2437,CONSENTIDA,Secador,2nd,C
2438,CONSENTIDA,Secador,2nd,C
2439,CONSENTIDA,Secador,2nd,C
2440,CONSENTIDA,Secador,2nd,C
2441,CONSENTIDA,Secador,3rd,C
2442,CONSENTIDA,Secador,3rd,C
2443,CONSENTIDA,Secador,3rd,C
2444,CONSENTIDA,IMM,3rd,C
2445,CONSENTIDA,Secador,2nd,C
2446,CONSENTIDA,Andom,2nd,C
2447,CONSENTIDA,Robot,2nd,C
2448,CONSENTIDA,Robot,1st,C
2449,CONSENTIDA,Robot,1st,C
2450,CONSENTIDA,Robot,1st,C
2451,CONSENTIDA,IMM,3rd,C
2452,CONSENTIDA,IMM,3rd,C
2453,CONSENTIDA,IMM,1st,C
2454,CONSENTIDA,Hot runner,3rd,C
2455,CONSENTIDA,Robot,1st,C
2456,CONSENTIDA,Termoregulador,2nd,C
2457,CONSENTIDA,Andom,3rd,C
2458,CONSENTIDA,Controlador,1st,C
2459,CONSENTIDA,IMM,1st,C
2460,CONSENTIDA,Blender,3rd,C
2461,CONSENTIDA,IMM,1st,C
2462,CONSENTIDA,IMM,1st,C
2463,CONSENTIDA,Robot,3rd,C
2464,CONSENTIDA,Robot,3rd,C
2465,CONSENTIDA,Cargador,1st,C
2466,CONSENTIDA,Cargador,3rd,C
2467,CONSENTIDA,IMM,3rd,C
2468,CONSENTIDA,IMM,3rd,C
2469,CONSENTIDA,IMM,3rd,C
2470,CONSENTIDA,IMM,3rd,C
2471,CONSENTIDA,IMM,3rd,C
2472,CONSENTIDA,IMM,3rd,C
2473,CONSENTIDA,IMM,1st,C
2474,CONSENTIDA,IMM,1st,C
2475,CONSENTIDA,IMM,1st,C
2476,CUCA,Blender,3rd,D
2477,CUCA,IMM,3rd,D
2478,CUCA,Robot,3rd,D
2479,CUCA,IMM,2nd,D
2480,CUCA,Robot,2nd,D
2481,CUCA,Blender,2nd,D
2482,CUCA,Termoregulador,3rd,D
2483,CUCA,Termoregulador,3rd,D
2484,CUCA,Robot,2nd,D
2485,CUCA,Robot,1st,D
2486,CUCA,IMM,2nd,D
2487,CUCA,Robot,1st,D
2488,CUCA,IMM,2nd,D
2489,CUCA,Robot,1st,D
2490,CUCA,Robot,1st,D
2491,CUCA,Termoregulador,3rd,D
2492,CUCA,IMM,3rd,D
2493,CUCA,IMM,3rd,D
2494,CUCA,IMM,2nd,D
2495,CUCA,Secador,3rd,D
2496,CUCA,Secador,3rd,D
2497,CUCA,Bin,3rd,D
2498,CUCA,Andom,3rd,D
2499,CUCA,Fixture,3rd,D
2500,CUCA,Robot,2nd,D
2501,CUCA,Cargador,3rd,D
2502,CUCA,Secador,1st,D
2503,CUCA,Termoregulador,1st,D
2504,CUCA,Secador,3rd,D
2505,CUCA,Secador,1st,D
2506,CUCA,Termoregulador,1st,D
2507,CUCA,IMM,2nd,D
2508,CUCA,Robot,3rd,D
2509,CUCA,Termoregulador,3rd,D
2510,CUCA,Robot,3rd,D
2511,CUCA,Robot,3rd,D
2512,CUCA,Robot,3rd,D
2513,CUCA,IMM,1st,D
2514,CUCA,Secador,3rd,D
2515,CUCA,Secador,2nd,D
2516,CUCA,IMM,1st,D
2517,CUCA,Secador,2nd,D
2518,CUCA,IMM,2nd,D
2519,CUCA,IMM,2nd,D
2520,CUCA,Secador,2nd,D
2521,CUCA,Robot,3rd,D
2522,CUCA,Secador,2nd,D
2523,CUCA,IMM,3rd,D
2524,CUCA,IMM,2nd,D
2525,CUCA,Secador,2nd,D
2526,CUCA,Robot,1st,D
2527,CUCA,Robot,1st,D
2528,CUCA,IMM,3rd,D
2529,CUCA,Secador,3rd,D
2530,CUCA,IMM,3rd,D
2531,CUCA,IMM,2nd,D
2532,CUCA,IMM,3rd,D
2533,CUCA,IMM,3rd,D
2534,CUCA,Cargador,3rd,D
2535,CUCA,Robot,3rd,D
2536,CUCA,Cargador,2nd,D
2537,CUCA,Secador,1st,D
2538,CUCA,Cargador,2nd,D
2539,CUCA,Cargador,2nd,D
2540,CUCA,Secador,1st,D
2541,CUCA,Robot,1st,D
2542,CUCA,IMM,3rd,D
2543,CUCA,Controlador,1st,D
2544,CUCA,IMM,1st,D
2545,CUCA,IMM,2nd,D
2546,CUCA,IMM,1st,D
2547,CUCA,IMM,2nd,D
2548,CUCA,Controlador,1st,D
2549,CUCA,IMM,1st,D
2550,CUCA,IMM,1st,D
2551,DORMIDA,Robot,2nd,C
2552,DORMIDA,Robot,3rd,C
2553,DORMIDA,Blender,3rd,C
2554,DORMIDA,Andom,1st,C
2555,DORMIDA,Cargador,1st,C
2556,DORMIDA,Termoregulador,2nd,C
2557,DORMIDA,Cargador,1st,C
2558,DORMIDA,Robot,1st,C
2559,DORMIDA,Robot,3rd,C
2560,DORMIDA,Robot,3rd,C
2561,DORMIDA,Cargador,3rd,C
2562,DORMIDA,IMM,1st,C
2563,DORMIDA,Robot,2nd,C
2564,DORMIDA,IMM,2nd,C
2565,DORMIDA,IMM,3rd,C
2566,DORMIDA,Slider,1st,C
2567,DORMIDA,Robot,2nd,C
2568,DORMIDA,IMM,3rd,C
2569,DORMIDA,IMM,1st,C
2570,DORMIDA,IMM,3rd,C
2571,DORMIDA,IMM,2nd,C
2572,DORMIDA,IMM,3rd,C
2573,DORMIDA,Robot,3rd,C
2574,DORMIDA,Robot,1st,C
2575,DORMIDA,Robot,1st,C
2576,DORMIDA,Robot,1st,C
2577,DORMIDA,Robot,1st,C
2578,DORMIDA,Robot,1st,C
2579,DORMIDA,Robot,1st,C
2580,DORMIDA,Secador,1st,C
2581,DORMIDA,IMM,2nd,C
2582,DORMIDA,IMM,2nd,C
2583,DORMIDA,IMM,2nd,C
2584,DORMIDA,Robot,3rd,C
2585,DORMIDA,IMM,3rd,C
2586,DORMIDA,Dryer,3rd,C
2587,DORMIDA,IMM,3rd,C
2588,DORMIDA,Molde,1st,C
2589,DORMIDA,IMM,3rd,C
2590,DORMIDA,IMM,3rd,C
2591,DORMIDA,Robot,1st,C
2592,DORMIDA,Termoregulador,2nd,C
2593,DORMIDA,Robot,2nd,C
2594,DORMIDA,IMM,3rd,C
2595,DORMIDA,Robot,1st,C
2596,DORMIDA,Robot,1st,C
2597,DORMIDA,Blender,1st,C
2598,DORMIDA,Robot,1st,C
2599,DORMIDA,IMM,1st,C
2600,DORMIDA,Controlador,1st,C
2601,DORMIDA,Robot,1st,C
2602,DORMIDA,IMM,1st,C
2603,DORMIDA,Robot,2nd,C
2604,DORMIDA,Controlador,3rd,C
2605,DORMIDA,Robot,3rd,C
2606,DORMIDA,Cargador,1st,C
2607,DORMIDA,Robot,1st,C
2608,DORMIDA,Blender,3rd,C
2609,DORMIDA,Cargador,1st,C
2610,DORMIDA,Cargador,1st,C
2611,DORMIDA,Cargador,1st,C
2612,DORMIDA,Cargador,2nd,C
2613,DORMIDA,Secador,3rd,C
2614,DORMIDA,Robot,1st,C
2615,DORMIDA,Cargador,1st,C
2616,DORMIDA,Secador,1st,C
2617,DORMIDA,Robot,1st,C
2618,DORMIDA,Secador,1st,C
2619,DORMIDA,Cargador,1st,C
2620,DORMIDA,IMM,2nd,C
2621,DORMIDA,Robot,2nd,C
2622,DORMIDA,IMM,3rd,C
2623,DORMIDA,Secador,3rd,C
2624,DORMIDA,IMM,1st,C
2625,DORMIDA,Blender,2nd,C
2626,DORMIDA,Cargador,2nd,C
2627,DORMIDA,Cargador,3rd,C
2628,DORMIDA,Blender,1st,C
2629,DORMIDA,Secador,1st,C
2630,DORMIDA,Cargador,2nd,C
2631,DORMIDA,IMM,3rd,C
2632,DORMIDA,Robot,3rd,C
2633,DORMIDA,Robot,3rd,C
2634,DORMIDA,Robot,2nd,C
2635,DORMIDA,Robot,2nd,C
2636,DORMIDA,Termoregulador,3rd,C
2637,DORMIDA,Cargador,3rd,C
2638,DORMIDA,IMM,1st,C
2639,DORMIDA,Robot,2nd,C
2640,DORMIDA,Secador,2nd,C
2641,DORMIDA,IMM,1st,C
2642,DORMIDA,Cargador,3rd,C
2643,DORMIDA,Cargador,1st,C
2644,DORMIDA,Thermo,2nd,C
2645,DORMIDA,Robot,1st,C
2646,DORMIDA,Robot,2nd,C
2647,DORMIDA,Blender,1st,C
2648,DORMIDA,Cargador,1st,C
2649,DORMIDA,IMM,3rd,C
2650,DORMIDA,Robot,1st,C
2651,DORMIDA,Blender,3rd,C
2652,DORMIDA,Blender,1st,C
2653,DORMIDA,Loader,1st,C
2654,DORMIDA,IMM,1st,C
2655,DORMIDA,Blender,1st,C
2656,DORMIDA,IMM,1st,C
2657,DORMIDA,Robot,1st,C
2658,DORMIDA,Secador,1st,C
2659,DORMIDA,Blender,1st,C
2660,DORMIDA,Robot,1st,C
2661,DORMIDA,IMM,1st,C
2662,DORMIDA,IMM,1st,C
2663,DORMIDA,IMM,2nd,C
2664,DORMIDA,IMM,2nd,C
2665,DORMIDA,Cargador,2nd,C
2666,DORMIDA,IMM,2nd,C
2667,DORMIDA,Cargador,2nd,C
2668,DORMIDA,Robot,1st,C
2669,DORMIDA,Robot,1st,C
2670,DORMIDA,Controlador,1st,C
2671,DORMIDA,IMM,2nd,C
2672,DORMIDA,Termoregulador,2nd,C
2673,DORMIDA,Robot,1st,C
2674,DORMIDA,Robot,1st,C
2675,DORMIDA,Robot,1st,C
2676,DORMIDA,Robot,3rd,C
2677,DORMIDA,IMM,2nd,C
2678,DORMIDA,IMM,2nd,C
2679,DORMIDA,IMM,2nd,C
2680,DORMIDA,Robot,1st,C
2681,DORMIDA,Termoregulador,3rd,C
2682,DORMIDA,Robot,1st,C
2683,DORMIDA,Robot,1st,C
2684,DORMIDA,Robot,2nd,C
2685,DORMIDA,Robot,1st,C
2686,DORMIDA,Robot,1st,C
2687,DORMIDA,Robot,3rd,C
2688,DORMIDA,Robot,1st,C
2689,DORMIDA,Robot,1st,C
2690,DORMIDA,Robot,1st,C
2691,DORMIDA,IMM,1st,C
2692,DORMIDA,Robot,1st,C
2693,DORMIDA,Robot,3rd,C
2694,DORMIDA,IMM,1st,C
2695,DORMIDA,Cargador,1st,C
2696,DORMIDA,IMM,2nd,C
2697,DORMIDA,Cargador,2nd,C
2698,DORMIDA,Cargador,1st,C
2699,DORMIDA,IMM,3rd,C
2700,DORMIDA,IMM,3rd,C
2701,DORMIDA,Robot,3rd,C
2702,DORMIDA,IMM,3rd,C
2703,DORMIDA,Robot,1st,C
2704,DORMIDA,Cargador,1st,C
2705,DORMIDA,Robot,2nd,C
2706,DORMIDA,Robot,2nd,C
2707,DORMIDA,Robot,3rd,C
2708,DORMIDA,IMM,3rd,C
2709,DORMIDA,Robot,3rd,C
2710,DORMIDA,Robot,3rd,C
2711,DORMIDA,Robot,3rd,C
2712,DORMIDA,Robot,1st,C
2713,DORMIDA,Robot,1st,C
2714,DORMIDA,IMM,1st,C
2715,DORMIDA,IMM,2nd,C
2716,DORMIDA,Secador,3rd,C
2717,DORMIDA,Robot,2nd,C
2718,DORMIDA,Robot,2nd,C
2719,DORMIDA,Robot,2nd,C
2720,DORMIDA,Robot,2nd,C
2721,DORMIDA,Robot,2nd,C
2722,DORMIDA,Robot,2nd,C
2723,DORMIDA,IMM,2nd,C
2724,DORMIDA,IMM,2nd,C
2725,DORMIDA,Cargador,2nd,C
2726,DORMIDA,IMM,2nd,C
2727,DORMIDA,Termoregulador,2nd,C
2728,DORMIDA,Termoregulador,2nd,C
2729,DORMIDA,Termoregulador,2nd,C
2730,DORMIDA,Termoregulador,2nd,C
2731,DORMIDA,Termoregulador,2nd,C
2732,DORMIDA,Robot,2nd,C
2733,DORMIDA,Robot,2nd,C
2734,DORMIDA,IMM,2nd,C
2735,DORMIDA,IMM,2nd,C
2736,DORMIDA,Secador,3rd,C
2737,DORMIDA,Robot,3rd,C
2738,DORMIDA,Robot,2nd,C
2739,DORMIDA,IMM,2nd,C
2740,DORMIDA,IMM,3rd,C
2741,DORMIDA,IMM,3rd,C
2742,DORMIDA,IMM,1st,C
2743,DORMIDA,Robot,2nd,C
2744,DORMIDA,Robot,3rd,C
2745,DORMIDA,Secador,1st,C
2746,DORMIDA,Secador,2nd,C
2747,DORMIDA,Robot,2nd,C
2748,DORMIDA,Robot,1st,C
2749,DORMIDA,IMM,2nd,C
2750,DORMIDA,Secador,2nd,C
2751,DORMIDA,Secador,2nd,C
2752,DORMIDA,Robot,3rd,C
2753,DORMIDA,Robot,1st,C
2754,DORMIDA,Robot,2nd,C
2755,DORMIDA,Andom,3rd,C
2756,DORMIDA,IMM,3rd,C
2757,DOUMEN,Robot,1st,B
2758,DOUMEN,IMM,2nd,B
2759,DOUMEN,Termoregulador,3rd,B
2760,DOUMEN,Cargador,2nd,B
2761,DOUMEN,IMM,3rd,B
2762,DOUMEN,Robot,2nd,B
2763,DOUMEN,Robot,1st,B
2764,DOUMEN,Robot,1st,B
2765,DOUMEN,IMM,1st,B
2766,DOUMEN,Robot,2nd,B
2767,DOUMEN,Robot,2nd,B
2768,DOUMEN,IMM,3rd,B
2769,DOUMEN,IMM,3rd,B
2770,DOUMEN,Robot,1st,B
2771,DOUMEN,IMM,3rd,B
2772,DOUMEN,IMM,3rd,B
2773,DOUMEN,IMM,3rd,B
2774,DOUMEN,IMM,2nd,B
2775,DOUMEN,IMM,2nd,B
2776,DOUMEN,Secador,1st,B
2777,DOUMEN,Secador,2nd,B
2778,DOUMEN,Robot,3rd,B
2779,DOUMEN,IMM,3rd,B
2780,DOUMEN,IMM,2nd,B
2781,DOUMEN,Robot,3rd,B
2782,DOUMEN,IMM,1st,B
2783,DOUMEN,IMM,3rd,B
2784,DOUMEN,Robot,2nd,B
2785,DOUMEN,IMM,3rd,B
2786,DOUMEN,Secador,3rd,B
2787,DOUMEN,Termoregulador,2nd,B
2788,DOUMEN,IMM,3rd,B
2789,DOUMEN,IMM,3rd,B
2790,DOUMEN,Robot,3rd,B
2791,DOUMEN,Robot,1st,B
2792,DOUMEN,IMM,2nd,B
2793,DOUMEN,IMM,2nd,B
2794,DOUMEN,IMM,2nd,B
2795,DOUMEN,Robot,3rd,B
2796,DOUMEN,IMM,3rd,B
2797,DOUMEN,Robot,1st,B
2798,DOUMEN,IMM,3rd,B
2799,DOUMEN,IMM,2nd,B
2800,DOUMEN,IMM,2nd,B
2801,DOUMEN,IMM,3rd,B
2802,DOUMEN,IMM,2nd,B
2803,DOUMEN,Blender,2nd,B
2804,DOUMEN,Termoregulador,1st,B
2805,DOUMEN,Termoregulador,2nd,B
2806,DOUMEN,Cargador,3rd,B
2807,DOUMEN,IMM,1st,B
2808,DOUMEN,Robot,3rd,B
2809,DOUMEN,IMM,3rd,B
2810,DOUMEN,Termoregulador,2nd,B
2811,DOUMEN,Robot,1st,B
2812,DOUMEN,Feeder,3rd,B
2813,DOUMEN,Andom,1st,B
2814,DOUMEN,Termoregulador,2nd,B
2815,DOUMEN,Robot,3rd,B
2816,DOUMEN,Cargador,1st,B
2817,DOUMEN,Termoregulador,1st,B
2818,DOUMEN,Blender,1st,B
2819,DOUMEN,IMM,2nd,B
2820,DOUMEN,IMM,3rd,B
2821,DOUMEN,IMM,1st,B
2822,DOUMEN,Cargador,3rd,B
2823,DOUMEN,IMM,2nd,B
2824,DOUMEN,IMM,1st,B
2825,DOUMEN,IMM,2nd,B
2826,DOUMEN,IMM,3rd,B
2827,DOUMEN,IMM,3rd,B
2828,DOUMEN,IMM,2nd,B
2829,DOUMEN,Cargador,1st,B
2830,DOUMEN,IMM,1st,B
2831,DOUMEN,Secador,1st,B
2832,DOUMEN,IMM,2nd,B
2833,DOUMEN,IMM,2nd,B
2834,DOUMEN,IMM,1st,B
2835,DOUMEN,IMM,3rd,B
2836,DOUMEN,IMM,2nd,B
2837,DOUMEN,IMM,1st,B
2838,DOUMEN,IMM,1st,B
2839,DOUMEN,Robot,3rd,B
2840,DOUMEN,Controlador,3rd,B
2841,DOUMEN,Controlador,3rd,B
2842,DOUMEN,Cargador,3rd,B
2843,DOUMEN,IMM,1st,B
2844,DOUMEN,IMM,1st,B
2845,FRANCIA,Cargador,1st,A
2846,FRANCIA,Cargador,1st,A
2847,FRANCIA,Robot,3rd,A
2848,FRANCIA,IMM,2nd,A
2849,FRANCIA,IMM,1st,A
2850,FRANCIA,Robot,3rd,A
2851,FRANCIA,Robot,1st,A
2852,FRANCIA,Robot,2nd,A
2853,FRANCIA,Secador,2nd,A
2854,FRANCIA,IMM,1st,A
2855,FRANCIA,Termoregulador,1st,A
2856,FRANCIA,Termoregulador,1st,A
2857,FRANCIA,Secador,1st,A
2858,FRANCIA,Secador,2nd,A
2859,FRANCIA,Secador,2nd,A
2860,FRANCIA,Secador,3rd,A
2861,FRANCIA,Secador,2nd,A
2862,FRANCIA,Secador,3rd,A
2863,FRANCIA,IMM,3rd,A
2864,FRANCIA,Robot,3rd,A
2865,FRANCIA,Controlador,2nd,A
2866,FRANCIA,Cargador,1st,A
2867,FRANCIA,IMM,3rd,A
2868,FRANCIA,IMM,2nd,A
2869,FRANCIA,IMM,3rd,A
2870,FRANCIA,IMM,2nd,A
2871,FRANCIA,IMM,1st,A
2872,FRANCIA,Robot,2nd,A
2873,FRANCIA,Robot,3rd,A
2874,FRANCIA,Robot,3rd,A
2875,FRANCIA,IMM,2nd,A
2876,FRANCIA,IMM,3rd,A
2877,FRANCIA,IMM,2nd,A
2878,FRANCIA,IMM,2nd,A
2879,FRANCIA,IMM,2nd,A
2880,FRANCIA,IMM,2nd,A
2881,FRANCIA,Secador,2nd,A
2882,FRANCIA,Robot,2nd,A
2883,FRANCIA,Blender,3rd,A
2884,FRANCIA,IMM,3rd,A
2885,FRANCIA,IMM,3rd,A
2886,FRANCIA,IMM,1st,A
